Date-Time,uv Flux (Jy),uv sigma (Jy)
2024-09-18 18:14:27,0.048067674040794,0.0003746237780433
2024-09-18 18:15:57,0.047851912677288,0.000377000804292
2024-09-18 18:17:27,0.047070484608412,0.0003718362713698
2024-09-18 18:18:57,0.046780880540609,0.0003881147422362
2024-09-18 18:20:27,0.045873124152422,0.0003669997677207
2024-09-18 18:21:57,0.045021951198578,0.0003916416608262
2024-09-18 18:23:27,0.045918431133032,0.0003937387955375
2024-09-18 18:24:57,0.04582865908742,0.0003993063874077
2024-09-18 18:26:27,0.043036416172981,0.000431998661952
2024-09-18 18:27:57,0.04547057300806,0.0003994624130427
2024-09-18 18:29:27,0.044834036380053,0.0003949881938751
2024-09-18 18:30:57,0.045537393540144,0.0003854174574371
2024-09-18 18:32:27,0.046740159392357,0.0003749330935534
2024-09-18 18:33:57,0.046995289623737,0.0003686384006869
2024-09-18 18:35:27,0.046669185161591,0.0003672347811516
